fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,Wine Region,Wine Color
7.4,0.2,0.35,6.1,0.025,10.0,40.0,0.99244,2.79,0.52,10.9,5,Beira Atlantico,Red
5.9,0.12,0.28,1.4,0.037,36.0,83.0,0.99074,3.33,0.42,10.9,7,Douro Valley,Rose
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38,12.5,7,Lisboa,Red
5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,6,Lisboa,White
6.3,0.21,0.33,13.9,0.046,68.0,179.0,0.9971,3.36,0.5,10.4,6,Beira Interior,Rose
6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,6,Algarve,Rose
5.9,0.27,0.27,5.0,0.035,14.0,97.0,0.99058,3.1,0.33,11.8,7,Madeira,White
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,Transmontano,Rose
5.8,0.2,0.16,1.4,0.042,44.0,99.0,0.98912,3.23,0.37,12.2,6,Tejo,White
6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,8,Algarve,Rose
6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,5,Algarve,White
5.8,0.18,0.37,1.1,0.036,31.0,96.0,0.98942,3.16,0.48,12,6,Douro Valley,Red
7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,7,Setubal,White
7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,3.05,0.56,11.1,6,Beira Atlantico,White
8.6,0.33,0.34,11.8,0.059,42.0,240.0,0.99882,3.17,0.52,10,6,Beira Interior,White
6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1,6,Transmontano,Rose
6.8,0.24,0.38,8.3,0.045,50.0,185.0,0.99578,3.15,0.5,9.5,6,Beira Interior,White
6.8,0.18,0.46,1.4,0.064,37.0,160.0,0.9924,3.37,0.45,11.1,5,Transmontano,Rose
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9,5,Minho,Rose
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9,7,Beira Interior,Red
6.5,0.36,0.31,13.55,0.053,20.0,113.0,0.99544,3.2,0.56,11,6,Madeira,White
6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5,9.4,5,Transmontano,White
6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.99904,3.06,0.5,9.2,5,Tejo,Red
8.0,0.29,0.49,11.7,0.035,40.0,131.0,0.9958,3.14,0.34,10.8,5,Setubal,Red
7.1,0.29,0.28,9.3,0.048,50.0,141.0,0.9949,3.13,0.49,10.3,6,Setubal,White
7.0,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,3.23,0.62,9.4,6,Beira Interior,Red
7.1,0.25,0.28,1.6,0.052,46.0,169.0,0.9926,3.05,0.41,10.5,5,Terras De Cister,Red
5.7,0.4,0.35,5.1,0.026,17.0,113.0,0.99052,3.18,0.67,12.4,6,Alentejo,White
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,Douro Valley,Red
5.7,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,6,Dao,Rose
7.3,0.34,0.3,1.3,0.057,25.0,173.0,0.9948,3.26,0.51,9.1,6,Madeira,Rose
6.3,0.41,0.18,3.5,0.027,23.0,109.0,0.99018,3.34,0.54,12.8,8,Beira Atlantico,Rose
6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52,10.2,6,Minho,Rose
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7,Douro Valley,White
7.0,0.32,0.29,4.9,0.036,41.0,150.0,0.99168,3.38,0.43,12.2,6,Setubal,Rose
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,8,Beira Interior,Rose
6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,6,Dao,Rose
7.6,0.2,0.39,2.6,0.044,30.0,180.0,0.9941,3.46,0.44,10.8,7,Algarve,White
7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,4,Lisboa,Rose
5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9,6,Dao,White
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10,6,Alentejo,White
7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,2.99,0.4,10.8,6,Douro Valley,Rose
7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9,6,Algarve,Red
8.4,0.31,0.31,0.95,0.021,52.0,148.0,0.99038,2.93,0.32,11.5,5,Alentejo,White
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,7,Madeira,Rose
6.2,0.22,0.49,6.0,0.029,31.0,128.0,0.9928,3.41,0.36,11.3,8,Minho,Red
6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,5,Dao,Red
6.7,0.24,0.26,12.6,0.053,44.0,182.0,0.99802,3.42,0.42,9.7,5,Dao,White
7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,6,Terras De Cister,Rose
7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.9948,3.33,0.49,10.7,7,Beira Interior,Red
6.7,0.28,0.31,7.4,0.041,7.0,81.0,0.99254,3.04,0.47,11.4,8,Madeira,White
8.8,0.28,0.45,6.0,0.022,14.0,49.0,0.9934,3.01,0.33,11.1,7,Alentejo,Red
5.5,0.3,0.25,1.9,0.029,33.0,118.0,0.98972,3.36,0.66,12.5,6,Madeira,Rose
5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.98976,3.27,0.34,12.9,8,Beira Atlantico,Rose
6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,6,Dao,Red
7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.99126,3.18,0.46,12.6,6,Douro Valley,Red
6.0,0.14,0.37,1.2,0.032,63.0,148.0,0.99185,3.32,0.44,11.2,5,Transmontano,White
6.7,0.16,0.28,2.5,0.046,40.0,153.0,0.9921,3.38,0.51,11.4,7,Terras De Cister,White
5.9,0.32,0.26,1.5,0.057,17.0,141.0,0.9917,3.24,0.36,10.7,5,Minho,Red
6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.992,3.38,0.44,11.2,6,Tejo,White
6.8,0.35,0.32,2.4,0.048,35.0,103.0,0.9911,3.28,0.46,12,8,Madeira,Red
8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.992,3.13,0.38,10.5,6,Transmontano,White
6.2,0.35,0.31,2.6,0.036,37.0,92.0,0.98938,3.27,0.53,12.8,7,Douro Valley,Red
6.7,0.24,0.35,13.1,0.05,64.0,205.0,0.997,3.15,0.5,9.5,5,Dao,Rose
6.1,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10,5,Transmontano,Rose
7.1,0.44,0.23,5.8,0.035,24.0,100.0,0.99062,3.15,0.57,13.2,7,Transmontano,Red
7.0,0.23,0.35,1.4,0.036,31.0,113.0,0.9912,3.16,0.48,10.8,7,Terras De Cister,Red
7.5,0.35,0.28,9.6,0.051,26.0,157.0,0.9969,3.12,0.53,9.2,6,Beira Atlantico,White
6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,5,Transmontano,Rose
6.5,0.425,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,9,5,Tejo,Red
7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10,5,Tejo,White
7.4,0.35,0.24,6.0,0.042,28.0,123.0,0.99304,3.14,0.44,11.3,5,Lisboa,White
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,5,Douro Valley,Rose
7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6,Algarve,Rose
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7,Lisboa,Rose
7.4,0.32,0.22,11.7,0.035,44.0,150.0,0.99578,3.1,0.45,10.4,5,Douro Valley,Red
8.2,0.15,0.48,2.7,0.052,24.0,190.0,0.995,3.5,0.45,10.9,7,Beira Atlantico,White
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,Algarve,Rose
6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,5,Madeira,Red
6.8,0.12,0.3,12.9,0.049,32.0,88.0,0.99654,3.2,0.35,9.9,6,Transmontano,Rose
6.8,0.16,0.18,1.8,0.046,31.0,114.0,0.99226,3.27,0.55,10.8,6,Beira Atlantico,Red
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,5,Algarve,Red
7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,3.36,0.48,9.6,7,Beira Atlantico,Rose
7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.9918,2.98,0.39,10.6,6,Madeira,Red
5.7,0.2,0.24,13.8,0.047,44.0,112.0,0.99837,2.97,0.66,8.8,6,Tejo,Red
7.2,0.34,0.34,12.6,0.048,7.0,41.0,0.9942,3.19,0.4,11.7,5,Lisboa,White
7.0,0.31,0.31,9.1,0.036,45.0,140.0,0.99216,2.98,0.31,12,7,Douro Valley,Red
8.0,0.18,0.37,1.3,0.04,15.0,96.0,0.9912,3.06,0.61,12.1,6,Beira Interior,White
6.8,0.23,0.31,2.8,0.047,40.0,122.0,0.99126,3.06,0.64,10.9,7,Dao,White
7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,7,Madeira,Red
6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9,5,Minho,White
7.0,0.23,0.42,1.1,0.062,35.0,100.0,0.99318,3.04,0.4,9.2,5,Alentejo,White
4.8,0.17,0.28,2.9,0.03,22.0,111.0,0.9902,3.38,0.34,11.3,7,Alentejo,Red
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,3.2,0.36,10.7,6,Dao,Rose
8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,5,Dao,Rose
5.9,0.46,0.14,2.7,0.042,27.0,160.0,0.9931,3.46,0.51,10.6,7,Beira Atlantico,Rose
7.8,0.3,0.37,1.3,0.051,16.0,96.0,0.9941,3.32,0.62,10,5,Setubal,Rose
6.6,0.33,0.4,2.65,0.041,35.0,86.0,0.98916,3.11,0.39,13.3,7,Lisboa,Rose
6.8,0.475,0.33,3.95,0.047,16.0,81.0,0.98988,3.23,0.53,13.4,7,Douro Valley,Rose
5.8,0.23,0.2,2.0,0.043,39.0,154.0,0.99226,3.21,0.39,10.2,6,Madeira,Rose
7.4,0.16,0.31,6.85,0.059,31.0,131.0,0.9952,3.29,0.34,9.7,5,Terras De Cister,White
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9,6,Beira Interior,White
7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.9959,3.22,0.33,10.7,5,Dao,Red
8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7,5,Transmontano,Rose
6.3,0.34,0.52,6.3,0.047,63.0,186.0,0.99481,3.18,0.44,9.6,5,Terras De Cister,Rose
7.4,0.29,0.29,1.6,0.045,53.0,180.0,0.9936,3.34,0.68,10.5,6,Transmontano,Red
6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,6,Beira Atlantico,Rose
7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,5,Beira Atlantico,Rose
7.2,0.29,0.2,7.7,0.046,51.0,174.0,0.99582,3.16,0.52,9.5,5,Douro Valley,White
7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.99338,3.13,0.29,10.8,6,Transmontano,Rose
6.4,0.25,0.41,8.6,0.042,57.0,173.0,0.9965,3.0,0.44,9.1,5,Madeira,Red
6.1,0.32,0.28,6.6,0.021,29.0,132.0,0.99188,3.15,0.36,11.45,7,Beira Interior,Red
6.3,0.32,0.32,1.5,0.037,12.0,76.0,0.98993,3.3,0.46,12.3,6,Beira Interior,Red
6.3,0.48,0.48,1.8,0.035,35.0,96.0,0.99121,3.49,0.74,12.2,6,Beira Interior,White
6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,6,Tejo,Rose
6.2,0.25,0.47,11.6,0.048,62.0,210.0,0.9968,3.19,0.5,9.5,5,Douro Valley,Rose
6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.99604,3.11,0.6,9.2,5,Minho,White
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,Algarve,Rose
5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,11.2,7,Lisboa,White
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,7,Setubal,White
7.4,0.36,0.32,1.9,0.036,27.0,119.0,0.99196,3.15,0.49,11.2,6,Dao,White
7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,Beira Atlantico,Rose
6.3,0.25,0.44,11.6,0.041,48.0,195.0,0.9968,3.18,0.52,9.5,5,Minho,Rose
7.0,0.2,0.4,1.1,0.058,30.0,93.0,0.99322,3.03,0.38,9.2,6,Terras De Cister,Red
6.9,0.28,0.22,10.0,0.052,36.0,131.0,0.99696,3.08,0.46,9.6,5,Algarve,White
5.3,0.36,0.27,6.3,0.028,40.0,132.0,0.99186,3.37,0.4,11.6,6,Beira Interior,Rose
6.4,0.24,0.32,0.95,0.041,23.0,131.0,0.99033,3.25,0.35,11.8,5,Setubal,Rose
6.0,0.34,0.32,3.8,0.044,13.0,116.0,0.99108,3.39,0.44,11.8,7,Alentejo,Red
6.0,0.25,0.28,7.7,0.053,37.0,132.0,0.99489,3.06,0.5,9.4,6,Beira Atlantico,Rose
6.8,0.32,0.3,1.0,0.049,22.0,113.0,0.99289,3.24,0.61,10.2,5,Transmontano,Red
7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,Tejo,White
6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.99347,3.08,0.46,8.8,5,Alentejo,Rose
8.8,0.2,0.28,1.1,0.018,18.0,72.0,0.9926,2.97,0.35,10.4,5,Transmontano,Rose
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5,Setubal,Rose
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,Madeira,Rose
6.9,0.22,0.39,6.0,0.035,44.0,141.0,0.99123,3.11,0.33,12.5,6,Madeira,Red
6.7,0.23,0.33,1.8,0.036,23.0,96.0,0.9925,3.32,0.4,10.8,6,Madeira,Rose
7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,6,Algarve,Rose
6.1,0.34,0.27,2.6,0.024,20.0,105.0,0.9906,3.4,0.67,12.2,7,Beira Interior,Red
6.1,0.24,0.27,9.8,0.062,33.0,152.0,0.9966,3.31,0.47,9.5,6,Tejo,White
6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4,4,Douro Valley,Red
7.3,0.3,0.25,2.5,0.045,32.0,122.0,0.99329,3.18,0.54,10.3,5,Algarve,Rose
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,Madeira,Red
7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6,Beira Interior,Rose
8.1,0.31,0.24,1.6,0.032,10.0,67.0,0.9924,3.08,0.47,10.5,5,Lisboa,Rose
7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12,6,Tejo,Red
7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,3.5,0.59,10.2,6,Lisboa,Rose
7.0,0.22,0.24,11.0,0.041,75.0,167.0,0.99508,2.98,0.56,10.5,6,Algarve,Red
7.2,0.21,0.35,14.5,0.048,35.0,178.0,0.9982,3.05,0.47,8.9,6,Beira Atlantico,Red
6.0,0.35,0.46,0.9,0.033,9.0,65.0,0.98934,3.24,0.35,12.1,4,Beira Interior,Red
6.8,0.2,0.27,1.2,0.034,19.0,68.0,0.9902,3.14,0.37,11.7,4,Dao,Rose
5.6,0.13,0.27,4.8,0.028,22.0,104.0,0.9948,3.34,0.45,9.2,6,Algarve,Rose
7.0,0.2,0.34,2.1,0.049,12.0,136.0,0.9922,3.25,0.46,11.6,7,Setubal,White
8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12,6,Algarve,Red
7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.9946,3.33,0.44,9.9,5,Algarve,Red
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,7,Alentejo,Red
6.7,0.21,0.36,8.55,0.02,20.0,86.0,0.99146,3.19,0.22,13.4,7,Minho,White
6.7,0.26,0.49,8.1,0.052,48.0,197.0,0.99558,3.19,0.48,9.5,5,Dao,Rose
6.0,0.26,0.5,2.2,0.048,59.0,153.0,0.9928,3.08,0.61,9.8,5,Beira Interior,White
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12,5,Beira Interior,White
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8,Dao,White
6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,5,Tejo,White
6.8,0.27,0.37,8.2,0.055,52.0,192.0,0.99586,3.11,0.52,9.5,6,Transmontano,White
6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.9942,3.23,0.69,10.1,5,Lisboa,Rose
8.0,0.23,0.41,1.1,0.048,35.0,150.0,0.99168,3.09,0.47,11.2,5,Lisboa,Red
6.0,0.22,0.33,12.2,0.033,25.0,97.0,0.99356,3.17,0.42,11.3,7,Minho,Rose
7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38,9.5,5,Lisboa,White
6.5,0.33,0.38,2.5,0.047,30.0,148.0,0.98964,3.17,0.43,12.7,6,Lisboa,White
6.6,0.26,0.29,1.4,0.039,13.0,67.0,0.9915,3.05,0.49,10.9,6,Beira Interior,Rose
5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10,5,Tejo,Red
7.2,0.34,0.3,8.4,0.051,40.0,167.0,0.99756,3.48,0.62,9.7,5,Lisboa,Rose
6.6,0.3,0.25,8.0,0.036,21.0,124.0,0.99362,3.06,0.38,10.8,6,Algarve,Rose
7.1,0.31,0.38,1.2,0.036,10.0,124.0,0.9924,3.14,0.44,9.9,6,Setubal,White
6.4,0.28,0.36,1.3,0.053,28.0,186.0,0.99211,3.31,0.45,10.8,5,Transmontano,White
6.8,0.26,0.33,1.5,0.047,44.0,167.0,0.9928,3.12,0.44,10.5,6,Minho,Red
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,8,Tejo,Rose
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,2.99,0.59,9.3,6,Alentejo,White
5.6,0.225,0.24,9.8,0.054,59.0,140.0,0.99545,3.17,0.39,10.2,6,Setubal,Red
6.2,0.255,0.27,1.3,0.037,30.0,86.0,0.98834,3.05,0.59,12.9,7,Beira Interior,Red
7.0,0.13,0.3,5.0,0.056,31.0,122.0,0.9945,3.47,0.42,10.5,6,Douro Valley,Red
6.9,0.2,0.3,4.7,0.041,40.0,148.0,0.9932,3.16,0.35,10.2,6,Transmontano,Rose
6.3,0.23,0.5,10.4,0.043,61.0,132.0,0.99542,2.86,0.46,9.1,6,Lisboa,Rose
6.1,0.22,0.31,1.4,0.039,40.0,129.0,0.99193,3.45,0.59,10.9,5,Beira Interior,Rose
7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11,6,Setubal,Red
7.8,0.3,0.4,1.8,0.028,23.0,122.0,0.9914,3.14,0.39,10.9,7,Transmontano,Rose
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11,6,Madeira,Red
7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,7,Tejo,Rose
6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,3.04,0.53,8.9,6,Tejo,White
5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,1.106.666.667,6,Tejo,Red
7.7,0.26,0.51,2.6,0.045,26.0,159.0,0.99126,3.0,0.5,11.2,6,Alentejo,Red
7.6,0.27,0.34,5.0,0.04,18.0,56.0,0.99084,3.06,0.48,12.4,6,Transmontano,Rose
7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,6,Lisboa,Red
7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,6,Madeira,Rose
7.2,0.21,0.31,10.5,0.035,36.0,122.0,0.99478,3.12,0.4,10.6,6,Alentejo,White
7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.99173,3.07,0.46,11.3,6,Minho,Rose
6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.98894,3.22,0.53,13.5,7,Minho,Red
6.8,0.31,0.42,6.9,0.046,50.0,173.0,0.9958,3.19,0.46,9,5,Tejo,White
6.8,0.27,0.42,7.3,0.054,58.0,200.0,0.99556,3.12,0.49,9.4,6,Alentejo,Red
7.8,0.31,0.4,1.6,0.027,20.0,87.0,0.9911,3.15,0.48,11.9,6,Transmontano,White
6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,0.54,9.7,7,Madeira,Rose
7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6,Algarve,Red
7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,6,Algarve,Red
7.4,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,3.18,0.61,9.9,7,Tejo,Rose
5.8,0.275,0.3,5.4,0.043,41.0,149.0,0.9926,3.33,0.42,10.8,7,Beira Interior,Red
7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.9931,3.17,0.64,10.6,6,Beira Interior,White
6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,6,Transmontano,Rose
5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,3.28,0.42,9.3,6,Algarve,White
8.6,0.23,0.25,11.3,0.031,13.0,96.0,0.99645,3.11,0.4,10.8,5,Beira Atlantico,Red
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9,5,Terras De Cister,White
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5,Beira Interior,Red
6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,6,Madeira,Rose
6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,3.22,0.48,9.3,6,Beira Interior,White
5.8,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,6,Lisboa,Red
6.2,0.2,0.33,5.4,0.028,21.0,75.0,0.99012,3.36,0.41,13.5,7,Minho,Red
6.2,0.26,0.19,3.4,0.049,47.0,172.0,0.9924,3.14,0.43,10.4,6,Lisboa,Red
6.6,0.24,0.28,6.7,0.032,26.0,91.0,0.99172,3.13,0.32,12.3,6,Lisboa,Rose
7.6,0.24,0.44,3.8,0.037,49.0,146.0,0.9911,3.06,0.37,11.6,6,Beira Interior,Rose
5.8,0.24,0.26,10.05,0.039,63.0,162.0,0.99375,3.33,0.5,11.2,6,Dao,White
7.5,0.38,0.33,9.2,0.043,19.0,116.0,0.99444,3.08,0.42,11.4,6,Algarve,White
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6,Algarve,White
6.4,0.31,0.26,13.2,0.046,57.0,205.0,0.9975,3.17,0.41,9.6,5,Madeira,White
5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11,7,Terras De Cister,White
6.3,0.35,0.26,17.6,0.061,59.0,198.0,0.99918,3.11,0.49,8.8,5,Beira Atlantico,Red
7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,5,Madeira,Red
6.0,0.27,0.32,3.6,0.035,36.0,133.0,0.99215,3.23,0.46,10.8,6,Douro Valley,White
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5,Lisboa,Rose
6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,3.27,0.52,10.1,6,Dao,Red
4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.99138,3.24,0.4,10.1,5,Minho,Rose
7.2,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.0,0.6,11.3,6,Lisboa,Rose
5.7,0.28,0.24,17.5,0.044,60.0,167.0,0.9989,3.31,0.44,9.4,5,Lisboa,Rose
8.1,0.31,0.36,8.2,0.028,29.0,142.0,0.9925,3.01,0.34,13,7,Minho,Rose
6.4,0.22,0.32,7.9,0.029,34.0,124.0,0.9948,3.4,0.39,10.2,5,Setubal,Rose
7.7,0.38,0.4,2.0,0.038,28.0,152.0,0.9906,3.18,0.32,12.9,6,Dao,Red
7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,6,Beira Interior,White
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5,Beira Atlantico,White
7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9,5,Algarve,White
6.6,0.285,0.49,11.4,0.035,57.0,137.0,0.99732,3.08,0.54,8.9,6,Transmontano,White
5.7,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38,11.7,7,Beira Interior,Rose
6.7,0.26,0.51,8.0,0.062,50.0,194.0,0.99545,3.13,0.5,9.6,5,Alentejo,Rose
6.5,0.22,0.25,17.1,0.05,44.0,138.0,10.001,3.3,0.37,8.8,5,Terras De Cister,White
7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.2,6,Algarve,Red
7.2,0.32,0.47,5.1,0.044,19.0,65.0,0.991,3.03,0.41,12.6,4,Madeira,White
5.3,0.3,0.16,4.2,0.029,37.0,100.0,0.9905,3.3,0.36,11.8,8,Beira Atlantico,Red
5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.98998,3.19,0.37,12.1,7,Madeira,White
7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.99636,3.47,0.46,10.2,6,Alentejo,Rose
7.0,0.33,0.28,5.7,0.033,39.0,204.0,0.99176,3.17,0.64,12.5,6,Transmontano,Rose
6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10,5,Beira Interior,White
7.5,0.34,0.24,3.85,0.031,5.0,34.0,0.99098,3.01,0.36,11.8,4,Transmontano,Rose
6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7,11.4,6,Algarve,White
